,Topic ID,Model,Rank,Discussion ID,Argument ID,args-id
99,15,DPH,45,1264,4,8cce991f-2019-04-18T15:43:14Z-00004-000
100,15,DPH,46,12138,6,908ed2cb-2019-04-18T15:35:47Z-00007-000
101,15,DPH,47,17961,1,61bcb6ca-2019-04-18T16:24:23Z-00009-000
102,15,DPH,48,35485,7,28e0a6b5-2019-04-18T15:07:33Z-00005-000
103,15,DPH,49,22188,2,f585ebbb-2019-04-18T16:15:17Z-00004-000
104,10,DPH,12,28265,2,d267a5af-2019-04-18T18:07:23Z-00006-000
105,10,DPH,13,15859,9,ffcf93d6-2019-04-18T18:36:12Z-00002-000
106,10,DPH,14,35082,2,59d20097-2019-04-18T15:00:04Z-00002-000
107,17,DPH,0,21004,4,431b936a-2019-04-18T14:11:36Z-00001-000
108,17,DPH,1,21004,3,431b936a-2019-04-18T14:11:36Z-00003-000
109,17,DPH,2,21004,1,431b936a-2019-04-18T14:11:36Z-00007-000
110,17,DPH,3,38422,18,869af6cc-2019-04-19T12:47:53Z-00017-000
111,17,DPH,4,27822,2,d0727c54-2019-04-18T18:28:36Z-00003-000
112,17,DPH,5,38422,19,869af6cc-2019-04-19T12:47:53Z-00018-000
113,17,DPH,6,8030,4,26d1f70e-2019-04-18T14:04:17Z-00000-000
114,17,DPH,7,37493,1,8f5648d2-2019-04-18T16:09:44Z-00007-000
115,17,DPH,8,8201,4,f89c38d5-2019-04-18T18:20:43Z-00002-000
116,17,DPH,9,19871,1,e0dffbaa-2019-04-18T14:56:40Z-00004-000
117,17,DPH,10,22921,16,ac29a9a-2019-04-19T12:44:31Z-00015-000
118,17,DPH,11,5236,20,2250950f-2019-04-15T20:22:46Z-00019-000
119,17,DPH,12,17595,1,3003092-2019-04-18T14:43:34Z-00005-000
120,17,DPH,13,8201,8,f89c38d5-2019-04-18T18:20:43Z-00003-000
121,17,DPH,14,18095,4,4809e6cc-2019-04-18T13:30:35Z-00005-000
122,17,DPH,15,38422,2,869af6cc-2019-04-19T12:47:53Z-00001-000
123,17,DPH,16,19871,2,e0dffbaa-2019-04-18T14:56:40Z-00002-000
124,17,DPH,17,26632,6,aacad740-2019-04-18T18:19:20Z-00005-000
125,17,DPH,18,22921,14,ac29a9a-2019-04-19T12:44:31Z-00013-000
126,17,DPH,19,5236,15,2250950f-2019-04-15T20:22:46Z-00014-000
127,17,DPH,20,19871,4,e0dffbaa-2019-04-18T14:56:40Z-00005-000
128,17,DPH,21,30,4,254d49d-2019-04-18T18:45:39Z-00004-000
129,17,DPH,22,24155,4,65c91b2f-2019-04-18T15:55:00Z-00003-000
130,17,DPH,23,16271,5,b97c1aa6-2019-04-18T14:22:15Z-00004-000
131,17,DPH,24,26605,11,dcd97b83-2019-04-19T12:44:22Z-00010-000
132,17,DPH,25,33275,1,5270c73e-2019-04-18T19:39:04Z-00005-000
133,17,DPH,26,15584,29,806f129c-2019-04-19T12:45:03Z-00028-000
134,17,DPH,27,8880,2,d0dd05e0-2019-04-18T13:00:54Z-00000-000
135,17,DPH,28,21142,4,3a8ab8d0-2019-04-18T11:24:14Z-00007-000
136,17,DPH,29,36432,8,b5e88b26-2019-04-18T16:29:20Z-00003-000
137,17,DPH,30,21142,5,b2a99c55-2019-04-18T14:54:56Z-00001-000
138,17,DPH,31,39824,1,e028046b-2019-04-18T14:33:18Z-00005-000
139,17,DPH,32,21142,2,d18d829-2019-04-18T15:30:33Z-00002-000
140,17,DPH,33,32182,5,605c5f60-2019-04-18T15:00:53Z-00002-000
141,17,DPH,34,19353,2,9fc14637-2019-04-18T14:44:02Z-00003-000
142,17,DPH,35,8030,7,26d1f70e-2019-04-18T14:04:17Z-00001-000
143,17,DPH,36,779,1,85ef243c-2019-04-18T12:59:31Z-00001-000
144,17,DPH,37,21049,6,6f09dd50-2019-04-18T16:59:44Z-00006-000
145,17,DPH,38,36432,4,b5e88b26-2019-04-18T16:29:20Z-00002-000
146,17,DPH,39,19871,6,e0dffbaa-2019-04-18T14:56:40Z-00001-000
147,17,DPH,40,5236,19,2250950f-2019-04-15T20:22:46Z-00018-000
148,17,DPH,41,5236,14,2250950f-2019-04-15T20:22:46Z-00013-000
149,17,DPH,42,33583,11,67d491d2-2019-04-18T19:51:23Z-00003-000
150,17,DPH,43,5236,18,2250950f-2019-04-15T20:22:46Z-00017-000
151,17,DPH,44,36432,9,b5e88b26-2019-04-18T16:29:20Z-00001-000
152,17,DPH,45,36936,3,e5f6de56-2019-04-18T14:08:24Z-00000-000
153,17,DPH,46,19353,1,9fc14637-2019-04-18T14:44:02Z-00005-000
154,17,DPH,47,27874,6,b4a55a68-2019-04-18T19:09:38Z-00002-000
155,17,DPH,48,18755,4,c76e356b-2019-04-18T16:15:36Z-00003-000
156,17,DPH,49,42668,2,35c7203f-2019-04-18T12:59:57Z-00000-000
157,16,DPH,0,8210,25,39e75959-2019-04-19T12:45:40Z-00024-000
158,16,DPH,1,10887,2,824ed8eb-2019-04-18T18:32:31Z-00007-000
159,16,DPH,2,1280,1,b0a7bcdb-2019-04-18T18:05:08Z-00009-000
160,16,DPH,3,4439,13,ca5b5dd7-2019-04-15T20:22:25Z-00011-000
161,16,DPH,4,2871,6,8ae07785-2019-04-18T14:01:12Z-00006-000
162,16,DPH,5,1280,8,b0a7bcdb-2019-04-18T18:05:08Z-00004-000
163,16,DPH,6,14658,1,51260ca8-2019-04-18T18:07:31Z-00003-000
164,16,DPH,7,1280,4,9dfb6f18-2019-04-18T17:33:31Z-00005-000
165,16,DPH,8,3447,7,c8a50f55-2019-04-18T18:22:24Z-00006-000
166,16,DPH,9,40559,3,5618cfde-2019-04-18T16:58:17Z-00002-000
167,16,DPH,10,3447,4,c8a50f55-2019-04-18T18:22:24Z-00003-000
168,16,DPH,11,8210,33,39e75959-2019-04-19T12:45:40Z-00032-000
169,16,DPH,12,4439,5,d4dfd2ce-2019-04-18T13:33:01Z-00002-000
170,16,DPH,13,3447,2,c8a50f55-2019-04-18T18:22:24Z-00007-000
171,16,DPH,14,1280,9,b0a7bcdb-2019-04-18T18:05:08Z-00002-000
172,16,DPH,15,3447,5,c8a50f55-2019-04-18T18:22:24Z-00001-000
173,16,DPH,16,8210,24,39e75959-2019-04-19T12:45:40Z-00023-000
174,16,DPH,17,3447,8,c8a50f55-2019-04-18T18:22:24Z-00004-000
175,16,DPH,18,42715,1,224715ce-2019-04-18T14:16:46Z-00003-000
176,16,DPH,19,8210,21,f19ad01f-2019-04-18T18:26:10Z-00002-000
177,16,DPH,20,8210,22,39e75959-2019-04-19T12:45:40Z-00021-000
178,16,DPH,21,10887,6,824ed8eb-2019-04-18T18:32:31Z-00008-000
179,16,DPH,22,8210,20,39e75959-2019-04-19T12:45:40Z-00019-000
180,16,DPH,23,14658,5,76c7c4bc-2019-04-18T13:04:33Z-00003-000
181,16,DPH,24,14658,3,51260ca8-2019-04-18T18:07:31Z-00000-000
182,16,DPH,25,4439,10,62df8f89-2019-04-18T16:24:35Z-00000-000
183,16,DPH,26,8210,23,39e75959-2019-04-19T12:45:40Z-00022-000
184,16,DPH,27,42602,7,e01b315f-2019-04-18T17:32:02Z-00006-000
185,16,DPH,28,4439,1,8c6fa87-2019-04-18T18:15:20Z-00004-000
186,16,DPH,29,4439,14,ce55d6b1-2019-04-18T13:27:49Z-00002-000
187,16,DPH,30,4439,3,98c58799-2019-04-18T19:43:51Z-00007-000
188,16,DPH,31,8210,15,39e75959-2019-04-19T12:45:40Z-00014-000
189,16,DPH,32,8210,30,39e75959-2019-04-19T12:45:40Z-00029-000
190,16,DPH,33,19307,8,b4fc6355-2019-04-18T18:54:24Z-00000-000
191,16,DPH,34,8210,27,39e75959-2019-04-19T12:45:40Z-00026-000
192,16,DPH,35,8210,29,39e75959-2019-04-19T12:45:40Z-00028-000
193,16,DPH,36,22586,5,52e3bee1-2019-04-18T19:24:21Z-00001-000
194,16,DPH,37,24367,7,aec074d3-2019-04-18T15:35:44Z-00002-000
195,16,DPH,38,34935,5,bd60ce97-2019-04-18T14:07:39Z-00001-000
196,16,DPH,39,37993,10,7f07c235-2019-04-18T18:48:43Z-00002-000
197,16,DPH,40,4439,16,b4ba4bd7-2019-04-18T19:31:31Z-00004-000
198,16,DPH,41,1280,10,b0a7bcdb-2019-04-18T18:05:08Z-00000-000
199,16,DPH,42,32583,1,36be6099-2019-04-18T13:55:05Z-00001-000
200,16,DPH,43,22586,2,d66d57c4-2019-04-19T12:46:02Z-00019-000
201,16,DPH,44,1280,5,4e909451-2019-04-17T11:47:36Z-00022-000
202,16,DPH,45,3447,10,c8a50f55-2019-04-18T18:22:24Z-00000-000
203,16,DPH,46,3447,6,c8a50f55-2019-04-18T18:22:24Z-00008-000
204,16,DPH,47,34551,2,515fe131-2019-04-18T14:25:32Z-00003-000
205,16,DPH,48,34935,1,bd60ce97-2019-04-18T14:07:39Z-00004-000
206,16,DPH,49,8210,32,39e75959-2019-04-19T12:45:40Z-00031-000
207,10,DPH,15,19652,10,4d3852ce-2019-04-18T18:53:13Z-00000-000
208,7,DPH,0,25810,3,1dbec9e-2019-04-18T16:11:36Z-00001-000
209,7,DPH,1,25810,3,1dbec9e-2019-04-18T16:11:36Z-00001-000
210,7,DPH,2,25810,3,1dbec9e-2019-04-18T16:11:36Z-00001-000
211,7,DPH,3,26789,5,54758b9d-2019-04-18T13:10:22Z-00001-000
212,7,DPH,4,26789,6,None
213,7,DPH,5,26789,7,None
214,7,DPH,6,26789,3,c4610496-2019-04-18T14:47:34Z-00000-000
215,7,DPH,7,43683,5,42a23628-2019-04-18T16:46:48Z-00002-000
216,7,DPH,8,29042,10,ffc1c5ad-2019-04-18T16:49:56Z-00000-000
217,7,DPH,9,30699,1,c66f7c55-2019-04-18T19:59:39Z-00002-000
218,7,DPH,10,10216,12,52794046-2019-04-19T12:44:20Z-00006-000
219,7,DPH,11,8930,7,9d2cb134-2019-04-18T19:14:49Z-00006-000
220,7,DPH,12,24239,4,b293b09c-2019-04-18T13:44:13Z-00004-000
221,7,DPH,13,6610,1,affb669-2019-04-18T13:28:53Z-00003-000
222,7,DPH,14,20895,1,606500dd-2019-04-15T20:22:16Z-00014-000
223,7,DPH,15,42041,24,49ab5919-2019-04-19T12:47:24Z-00012-000
224,7,DPH,16,2925,5,93ac182e-2019-04-18T14:29:45Z-00002-000
225,7,DPH,17,1603,8,826727db-2019-04-18T14:31:24Z-00000-000
226,7,DPH,18,40441,4,e853a4b-2019-04-18T16:50:15Z-00001-000
227,7,DPH,19,8930,2,9d2cb134-2019-04-18T19:14:49Z-00007-000
228,7,DPH,20,30320,8,d0870de5-2019-04-18T13:41:35Z-00002-000
229,7,DPH,21,995,4,b18700e6-2019-04-18T13:11:35Z-00001-000
230,7,DPH,22,995,5,None
231,7,DPH,23,14483,1,f88e3be3-2019-04-18T19:53:11Z-00003-000
232,7,DPH,24,14483,1,f88e3be3-2019-04-18T19:53:11Z-00003-000
233,7,DPH,25,14483,1,f88e3be3-2019-04-18T19:53:11Z-00003-000
234,7,DPH,26,14483,1,f88e3be3-2019-04-18T19:53:11Z-00003-000
235,7,DPH,27,14483,1,f88e3be3-2019-04-18T19:53:11Z-00003-000
236,7,DPH,28,42041,19,49ab5919-2019-04-19T12:47:24Z-00019-000
237,7,DPH,29,2925,4,93ac182e-2019-04-18T14:29:45Z-00004-000
238,7,DPH,30,39228,1,d8ef1549-2019-04-18T17:02:09Z-00005-000
239,7,DPH,31,995,8,61842a89-2019-04-18T18:56:38Z-00002-000
240,7,DPH,32,995,9,61842a89-2019-04-18T18:56:38Z-00001-000
241,7,DPH,33,995,10,None
242,7,DPH,34,31950,1,36b02ad9-2019-04-18T17:00:28Z-00005-000
243,7,DPH,35,22556,1,42a8e127-2019-04-18T19:02:12Z-00004-000
244,7,DPH,36,7698,1,36120ce6-2019-04-18T16:27:12Z-00008-000
245,7,DPH,37,37446,5,aafab678-2019-04-18T13:08:10Z-00005-000
246,7,DPH,38,1603,5,826727db-2019-04-18T14:31:24Z-00006-000
247,7,DPH,39,42399,13,a781de02-2019-04-15T20:22:47Z-00012-000
248,7,DPH,40,42041,20,9acf5a44-2019-04-17T11:47:40Z-00083-000
249,7,DPH,41,18898,7,58bd39a7-2019-04-18T15:13:30Z-00003-000
250,7,DPH,42,38188,37,3d7a338e-2019-04-19T12:47:35Z-00036-000
251,7,DPH,43,30320,1,d0870de5-2019-04-18T13:41:35Z-00007-000
252,7,DPH,44,29246,3,dee67f68-2019-04-18T14:17:37Z-00000-000
253,7,DPH,45,10831,4,a6f755aa-2019-04-18T13:27:57Z-00003-000
254,7,DPH,46,31391,2,4922940f-2019-04-18T16:17:14Z-00003-000
255,7,DPH,47,36289,10,bcdf1d5e-2019-04-18T19:59:53Z-00001-000
256,7,DPH,48,34104,11,977cc78d-2019-04-19T12:47:55Z-00010-000
257,7,DPH,49,40990,3,cbfd88a8-2019-04-18T13:14:17Z-00001-000
258,8,DPH,0,35914,15,2c05e9fb-2019-04-15T20:23:05Z-00014-000
259,8,DPH,1,35914,18,2c05e9fb-2019-04-15T20:23:05Z-00017-000
260,8,DPH,2,35914,24,2c05e9fb-2019-04-15T20:23:05Z-00023-000
261,8,DPH,3,30807,25,bdcf90af-2019-04-15T20:24:22Z-00024-000
262,8,DPH,4,35914,20,2c05e9fb-2019-04-15T20:23:05Z-00019-000
263,8,DPH,5,35914,21,2c05e9fb-2019-04-15T20:23:05Z-00020-000
264,8,DPH,6,35914,12,2c05e9fb-2019-04-15T20:23:05Z-00011-000
265,8,DPH,7,35914,16,2c05e9fb-2019-04-15T20:23:05Z-00015-000
266,8,DPH,8,35914,30,2c05e9fb-2019-04-15T20:23:05Z-00029-000
267,8,DPH,9,20775,10,b76ec089-2019-04-19T12:45:35Z-00014-000
268,8,DPH,10,8573,20,4ce497c-2019-04-15T20:22:56Z-00019-000
269,8,DPH,11,19715,13,e6af11b5-2019-04-15T20:22:52Z-00012-000
270,8,DPH,12,35914,22,2c05e9fb-2019-04-15T20:23:05Z-00021-000
271,8,DPH,13,35914,13,2c05e9fb-2019-04-15T20:23:05Z-00012-000
272,8,DPH,14,29852,15,c7b72d87-2019-04-15T20:24:23Z-00014-000
273,8,DPH,15,35914,4,2c05e9fb-2019-04-15T20:23:05Z-00003-000
274,8,DPH,16,35914,7,2c05e9fb-2019-04-15T20:23:05Z-00006-000
275,8,DPH,17,35914,6,2c05e9fb-2019-04-15T20:23:05Z-00005-000
276,8,DPH,18,35914,5,2c05e9fb-2019-04-15T20:23:05Z-00004-000
277,8,DPH,19,35914,10,2c05e9fb-2019-04-15T20:23:05Z-00009-000
278,8,DPH,20,3224,9,a1a3f657-2019-04-18T19:00:05Z-00005-000
279,8,DPH,21,13303,10,b967f775-2019-04-18T15:39:58Z-00000-000
280,8,DPH,22,30807,17,bdcf90af-2019-04-15T20:24:22Z-00016-000
281,8,DPH,23,33497,1,14b49e8-2019-04-18T15:35:43Z-00007-000
282,8,DPH,24,34220,1,4de7f7c1-2019-04-18T19:52:56Z-00002-000
283,8,DPH,25,29852,27,c7b72d87-2019-04-15T20:24:23Z-00026-000
284,8,DPH,26,25245,1,80c84bd9-2019-04-18T13:19:52Z-00006-000
285,8,DPH,27,19296,1,14b49c9-2019-04-18T15:38:49Z-00007-000
286,8,DPH,28,9841,26,13fc3acf-2019-04-19T12:45:38Z-00025-000
287,8,DPH,29,35914,23,2c05e9fb-2019-04-15T20:23:05Z-00022-000
288,8,DPH,30,22835,5,10771306-2019-04-18T14:29:45Z-00002-000
289,8,DPH,31,31181,5,d62e7eb3-2019-04-18T17:50:30Z-00000-000
290,8,DPH,32,30320,8,d0870de5-2019-04-18T13:41:35Z-00002-000
291,8,DPH,33,14909,2,4ff7a57b-2019-04-18T16:30:19Z-00001-000
292,8,DPH,34,32256,9,f9e149b9-2019-04-15T20:22:51Z-00008-000
293,8,DPH,35,13815,1,6c384ef4-2019-04-18T19:00:58Z-00005-000
294,8,DPH,36,20269,7,dfad459f-2019-04-18T13:11:29Z-00001-000
295,8,DPH,37,42587,1,406a6c10-2019-04-18T18:19:15Z-00005-000
296,8,DPH,38,9946,6,b622e27e-2019-04-18T16:25:46Z-00005-000
297,8,DPH,39,9946,6,b622e27e-2019-04-18T16:25:46Z-00005-000
298,8,DPH,40,9946,6,b622e27e-2019-04-18T16:25:46Z-00005-000
299,8,DPH,41,34872,8,e193035b-2019-04-18T15:02:24Z-00000-000
300,8,DPH,42,41473,1,1f2335a0-2019-04-18T18:41:21Z-00005-000
301,8,DPH,43,20534,1,97795dc4-2019-04-18T19:46:03Z-00002-000
302,8,DPH,44,40698,11,31d95d6b-2019-04-19T12:48:00Z-00010-000
303,8,DPH,45,9567,4,bcb324cc-2019-04-18T17:23:31Z-00003-000
304,8,DPH,46,21938,2,e109226c-2019-04-18T13:02:48Z-00003-000
305,8,DPH,47,3224,11,3a5e94f0-2019-04-15T20:22:59Z-00016-000
306,8,DPH,48,25119,2,1c3a6a0a-2019-04-18T14:09:40Z-00005-000
307,8,DPH,49,1350,2,aba65d2c-2019-04-18T13:42:39Z-00002-000
308,10,DPH,16,33373,7,d267a8d5-2019-04-18T16:58:41Z-00002-000
309,20,DPH,0,25908,16,8d325e50-2019-04-15T20:22:20Z-00015-000
310,20,DPH,1,25908,10,8d325e50-2019-04-15T20:22:20Z-00009-000
311,20,DPH,2,25908,15,8d325e50-2019-04-15T20:22:20Z-00014-000
312,20,DPH,3,25908,18,8d325e50-2019-04-15T20:22:20Z-00017-000
313,20,DPH,4,30506,4,73691aa4-2019-04-18T18:49:53Z-00005-000
314,20,DPH,5,40525,26,402902df-2019-04-17T11:47:31Z-00025-000
315,20,DPH,6,40525,2,402902df-2019-04-17T11:47:31Z-00001-000
316,20,DPH,7,40525,32,402902df-2019-04-17T11:47:31Z-00031-000
317,20,DPH,8,25908,11,8d325e50-2019-04-15T20:22:20Z-00010-000
318,20,DPH,9,40525,4,402902df-2019-04-17T11:47:31Z-00003-000
319,20,DPH,10,40525,36,402902df-2019-04-17T11:47:31Z-00035-000
320,20,DPH,11,40525,14,402902df-2019-04-17T11:47:31Z-00013-000
321,20,DPH,12,40525,1,402902df-2019-04-17T11:47:31Z-00000-000
322,20,DPH,13,40525,3,402902df-2019-04-17T11:47:31Z-00002-000
323,20,DPH,14,40525,13,402902df-2019-04-17T11:47:31Z-00012-000
324,20,DPH,15,40525,20,402902df-2019-04-17T11:47:31Z-00019-000
325,20,DPH,16,40525,25,402902df-2019-04-17T11:47:31Z-00024-000
326,20,DPH,17,40525,10,402902df-2019-04-17T11:47:31Z-00009-000
327,20,DPH,18,40525,16,402902df-2019-04-17T11:47:31Z-00015-000
328,20,DPH,19,40525,21,402902df-2019-04-17T11:47:31Z-00020-000
329,20,DPH,20,40525,9,402902df-2019-04-17T11:47:31Z-00008-000
330,20,DPH,21,40525,28,402902df-2019-04-17T11:47:31Z-00027-000
331,20,DPH,22,40525,33,402902df-2019-04-17T11:47:31Z-00032-000
332,20,DPH,23,40525,22,402902df-2019-04-17T11:47:31Z-00021-000
333,20,DPH,24,40525,15,402902df-2019-04-17T11:47:31Z-00014-000
334,20,DPH,25,40525,17,402902df-2019-04-17T11:47:31Z-00016-000
335,20,DPH,26,40525,19,402902df-2019-04-17T11:47:31Z-00018-000
336,20,DPH,27,40525,23,402902df-2019-04-17T11:47:31Z-00022-000
337,20,DPH,28,40525,24,402902df-2019-04-17T11:47:31Z-00023-000
338,20,DPH,29,40525,27,402902df-2019-04-17T11:47:31Z-00026-000
339,20,DPH,30,40525,6,402902df-2019-04-17T11:47:31Z-00005-000
